_id,version,id,timestamp,stored,actor,verb,object,result,activities
645b3f656ce79d05ebef91c3,1.0.0,4112c9ba-4cea-4151-9d16-98275679fc7a,2023-05-10T06:53:25.143Z,2023-05-10T06:53:25.143Z,"{""mbox"":""mailto:PC028@example.com"",""name"":""PC028"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Logged_Out"",""display"":{""en-US"":""Logged Out""}}","{""id"":""http://example.com/Xabier_Zubiri Manteo"",""definition"":{""name"":{""en-US"":""Xabier_Zubiri Manteo""},""description"":{""en-US"":""Xabier_Zubiri Manteo""}},""objectType"":""Activity""}",,
645b3ec26ce79d05ebef91c2,1.0.3,d6821822-81b2-4665-afd1-633a51235c52,2023-05-10T06:50:42.751Z,2023-05-10T06:50:42.751Z,"{""objectType"":""Agent"",""name"":""Tablet201"",""mbox"":""mailto:Tablet201@email.com""}","{""id"":""http://www.example.com/LoggedOut"",""display"":{""en-US"":""Logged Out""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/XabierZubiriManteo"",""definition"":{""name"":{""en-US"":""Xabier Zubiri Manteo""}}}","{""score"":{""raw"":0}}",
645b3e9f19db900613e55004,1.0.3,b2b774de-c38c-4889-a5d3-a8c573a60bb7,2023-05-10T06:50:07.070Z,2023-05-10T06:50:07.070Z,"{""objectType"":""Agent"",""name"":""Android204"",""mbox"":""mailto:Android204@email.com""}","{""id"":""http://www.example.com/LoggedOut"",""display"":{""en-US"":""Logged Out""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/XabierZubiriManteo"",""definition"":{""name"":{""en-US"":""Xabier Zubiri Manteo""}}}","{""score"":{""raw"":0}}",
645b3e706ce79d05ebef91c1,1.0.3,c0d8fe09-3e5f-4715-a5ec-4b6baf7d5081,2023-05-10T06:49:20.840Z,2023-05-10T06:49:20.840Z,"{""objectType"":""Agent"",""name"":""Android201"",""mbox"":""mailto:Android201@email.com""}","{""id"":""http://www.example.com/Swiped"",""display"":{""en-US"":""Swiped""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/Right"",""definition"":{""name"":{""en-US"":""Right""}}}","{""score"":{""raw"":0}}",
645b3e6719db900613e55003,1.0.3,f95a2352-f6bc-4777-907a-8b6751883172,2023-05-10T06:49:11.065Z,2023-05-10T06:49:11.065Z,"{""objectType"":""Agent"",""name"":""Android204"",""mbox"":""mailto:Android204@email.com""}","{""id"":""http://www.example.com/Swiped"",""display"":{""en-US"":""Swiped""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/Left"",""definition"":{""name"":{""en-US"":""Left""}}}","{""score"":{""raw"":0}}",
645b3e376ce79d05ebef91c0,1.0.3,8904b780-5eb0-4224-826e-6f7197438fe7,2023-05-10T06:48:23.866Z,2023-05-10T06:48:23.866Z,"{""objectType"":""Agent"",""name"":""iPad202"",""mbox"":""mailto:iPad202@email.com""}","{""id"":""http://www.example.com/Swiped"",""display"":{""en-US"":""Swiped""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/Right"",""definition"":{""name"":{""en-US"":""Right""}}}","{""score"":{""raw"":0}}",
645b3e3019db900613e55002,1.0.0,600226f0-dd99-46bc-ba8d-daaf05a1ce72,2023-05-10T06:48:16.568Z,2023-05-10T06:48:16.568Z,"{""mbox"":""mailto:Teacher@example.com"",""name"":""Teacher"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Ended"",""display"":{""en-US"":""Ended""}}","{""id"":""http://example.com/3/cities"",""definition"":{""name"":{""en-US"":""3/cities""},""description"":{""en-US"":""3/cities""}},""objectType"":""Activity""}",,
645b3e2d6ce79d05ebef91be,1.0.0,735969cb-6076-4a74-8eab-e8b565e3b1dc,2023-05-10T06:48:13.619Z,2023-05-10T06:48:13.619Z,"{""mbox"":""mailto:Teacher@example.com"",""name"":""Teacher"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Checked"",""display"":{""en-US"":""Checked""}}","{""id"":""http://example.com/{\""type\"":\""Answer\"",\""sender\"":\""#u_s_Android204\"",\""name\"":\""Earth\"",\""screenshot\"":\""\"",\""px\"":0.0456366203725338,\""py\"":0.38317906856536865,\""pz\"":0.3179483413696289,\""sx\"":0.0020000000949949026,\""sy\"":0.0020000000949949026,\""sz\"":0.0020000000949949026,\""rx\"":0.12819473445415497,\""ry\"":0.09163381904363632,\""rz\"":0.987434983253479,\""time_left\"":26.22762107849121}"",""definition"":{""name"":{""en-US"":""{\""type\"":\""Answer\"",\""sender\"":\""#u_s_Android204\"",\""name\"":\""Earth\"",\""screenshot\"":\""\"",\""px\"":0.0456366203725338,\""py\"":0.38317906856536865,\""pz\"":0.3179483413696289,\""sx\"":0.0020000000949949026,\""sy\"":0.0020000000949949026,\""sz\"":0.0020000000949949026,\""rx\"":0.12819473445415497,\""ry\"":0.09163381904363632,\""rz\"":0.987434983253479,\""time_left\"":26.22762107849121}""},""description"":{""en-US"":""{\""type\"":\""Answer\"",\""sender\"":\""#u_s_Android204\"",\""name\"":\""Earth\"",\""screenshot\"":\""\"",\""px\"":0.0456366203725338,\""py\"":0.38317906856536865,\""pz\"":0.3179483413696289,\""sx\"":0.0020000000949949026,\""sy\"":0.0020000000949949026,\""sz\"":0.0020000000949949026,\""rx\"":0.12819473445415497,\""ry\"":0.09163381904363632,\""rz\"":0.987434983253479,\""time_left\"":26.22762107849121}""}},""objectType"":""Activity""}",,
645b3e2d19db900613e55001,1.0.0,8f561576-33f4-46e0-b310-fed9e04c3238,2023-05-10T06:48:13.615Z,2023-05-10T06:48:13.615Z,"{""mbox"":""mailto:Teacher@example.com"",""name"":""Teacher"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Assigned"",""display"":{""en-US"":""Assigned""}}","{""id"":""http://example.com/2.7;Android204"",""definition"":{""name"":{""en-US"":""2.7;Android204""},""description"":{""en-US"":""2.7;Android204""}},""objectType"":""Activity""}",,
645b3e2d6ce79d05ebef91bf,1.0.0,db12b3a0-d4cd-4929-8a6c-3a51a6b0b31d,2023-05-10T06:48:13.613Z,2023-05-10T06:48:13.613Z,"{""mbox"":""mailto:Android204@example.com"",""name"":""Android204"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Sent"",""display"":{""en-US"":""Sent""}}","{""id"":""http://example.com/(0.0456366203725338,_0.38317906856536865, 0.3179483413696289), (46.02, 81.83) 26"",""definition"":{""name"":{""en-US"":""(0.0456366203725338,_0.38317906856536865, 0.3179483413696289), (46.02, 81.83) 26""},""description"":{""en-US"":""(0.0456366203725338,_0.38317906856536865, 0.3179483413696289), (46.02, 81.83) 26""}},""objectType"":""Activity""}",,
645b3e2a6ce79d05ebef91bd,1.0.3,dcf7f295-ddad-49e7-94db-29f5882917af,2023-05-10T06:48:10.723Z,2023-05-10T06:48:10.723Z,"{""objectType"":""Agent"",""name"":""Android202"",""mbox"":""mailto:Android202@email.com""}","{""id"":""http://www.example.com/Suggested"",""display"":{""en-US"":""Suggested""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/"",""definition"":{""name"":{""en-US"":""""}}}","{""score"":{""raw"":0}}",
645b3e2a19db900613e55000,1.0.3,12007819-6535-422a-b9e0-7f5464ba5160,2023-05-10T06:48:10.685Z,2023-05-10T06:48:10.685Z,"{""objectType"":""Agent"",""name"":""Tablet201"",""mbox"":""mailto:Tablet201@email.com""}","{""id"":""http://www.example.com/Suggested"",""display"":{""en-US"":""Suggested""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/"",""definition"":{""name"":{""en-US"":""""}}}","{""score"":{""raw"":0}}",
645b3e2a6ce79d05ebef91bc,1.0.0,5b9415f9-b949-43de-9e11-7a8dde7d7ba6,2023-05-10T06:48:09.818Z,2023-05-10T06:48:09.818Z,"{""mbox"":""mailto:PC011@example.com"",""name"":""PC011"",""objectType"":""Agent""}","{""id"":""http://example.com/xapi/Suggested"",""display"":{""en-US"":""Suggested""}}","{""id"":""http://example.com/down|"",""definition"":{""name"":{""en-US"":""down|""},""description"":{""en-US"":""down|""}},""objectType"":""Activity""}",,
645b3e296ce79d05ebef91bb,1.0.3,19d3df59-ffdf-47d2-bb54-9fd931c546f6,2023-05-10T06:48:09.656Z,2023-05-10T06:48:09.656Z,"{""objectType"":""Agent"",""name"":""Android201"",""mbox"":""mailto:Android201@email.com""}","{""id"":""http://www.example.com/Suggested"",""display"":{""en-US"":""Suggested""}}","{""objectType"":""Activity"",""id"":""http://www.example.com/"",""definition"":{""name"":{""en-US"":""""}}}","{""score"":{""raw"":0}}",
